customer_id,age,gender,employment_status,monthly_income,loan_amount,loan_term,loan_purpose,credit_score,bvn_verified,previous_loans,previous_defaults,guarantor_available,region,defaulted
CUST00310,18,Male,Employed,194631,471840,9,Travel,608,1,2,1,0,Abuja,0
CUST00311,44,Female,Self-employed,217963,184874,6,Rent,724,1,2,2,1,Enugu,0
CUST00312,59,Male,Student,12949,123573,3,Education,521,1,1,1,0,Kano,1
CUST00313,22,Male,Student,24609,430794,18,Medical,648,1,1,0,1,Enugu,1
CUST00314,40,Female,Self-employed,163794,432856,18,Rent,553,1,1,0,0,Kano,0
CUST00315,49,Female,Self-employed,88759,183592,9,Travel,642,0,0,0,1,Port Harcourt,0
CUST00316,36,Female,Unemployed,41988,290236,12,Travel,521,1,1,1,1,Ibadan,1
CUST00317,59,Female,Self-employed,100017,211859,6,Travel,470,1,1,0,1,Abuja,1
CUST00318,46,Female,Employed,160638,261019,12,Medical,595,0,4,1,1,Ibadan,0
CUST00319,20,Male,Employed,210858,347429,9,Business,695,1,0,0,1,Abuja,0
CUST00320,39,Female,Student,19734,173477,18,Rent,722,1,1,1,1,Port Harcourt,1
CUST00321,47,Male,Self-employed,64118,30572,12,Medical,532,1,0,0,1,Lagos,0
CUST00322,35,Female,Employed,186002,222401,12,Travel,550,1,1,0,0,Kano,0
CUST00323,21,Male,Student,28808,331797,3,Medical,571,1,0,0,1,Abuja,0
CUST00324,45,Male,Unemployed,22368,60802,3,Medical,624,0,1,0,1,Abuja,1
CUST00325,49,Male,Employed,115672,338867,9,Education,605,1,1,0,1,Enugu,0
CUST00326,34,Male,Student,23196,222249,12,Travel,453,1,2,0,1,Lagos,1
CUST00327,33,Male,Employed,131090,128335,9,Rent,499,1,2,0,0,Abuja,0
CUST00328,29,Female,Employed,95452,479663,9,Rent,392,1,1,0,1,Kano,1
CUST00329,47,Male,Employed,125477,350374,6,Education,539,1,1,0,1,Enugu,0
CUST00330,40,Female,Employed,172179,83797,3,Education,681,1,1,0,1,Ibadan,0
CUST00331,23,Male,Self-employed,45687,261958,6,Medical,567,1,1,0,1,Port Harcourt,0
CUST00332,55,Male,Unemployed,41613,405265,6,Travel,518,1,1,0,1,Port Harcourt,1
CUST00333,28,Male,Employed,186443,287428,18,Medical,540,1,1,0,1,Lagos,0
CUST00334,49,Male,Student,16147,260701,12,Business,559,0,2,0,0,Enugu,1
CUST00335,36,Female,Unemployed,47687,200722,9,Business,550,1,3,1,0,Kano,0
CUST00336,29,Male,Unemployed,41408,235971,6,Business,598,1,3,2,0,Ibadan,0
CUST00337,22,Female,Self-employed,106297,487381,3,Medical,551,0,2,0,0,Ibadan,1
CUST00338,34,Female,Self-employed,86594,19380,12,Education,634,1,2,1,1,Enugu,0
CUST00339,43,Male,Self-employed,55872,290577,3,Education,568,1,2,0,0,Lagos,0
CUST00340,57,Female,Self-employed,106572,311994,3,Rent,589,1,2,2,1,Lagos,0
CUST00341,40,Female,Unemployed,38953,498646,18,Education,536,0,3,2,0,Ibadan,1
CUST00342,56,Female,Unemployed,10000,337961,3,Rent,474,1,0,0,1,Kano,1
CUST00343,51,Female,Employed,129645,471767,9,Medical,596,0,1,1,0,Lagos,1
CUST00344,40,Female,Student,16936,156697,12,Education,705,1,0,0,0,Port Harcourt,0
CUST00345,49,Female,Self-employed,107971,47475,12,Education,628,1,0,0,1,Kano,0
CUST00346,49,Female,Employed,147717,392472,12,Business,478,1,0,0,0,Port Harcourt,0
CUST00347,18,Male,Unemployed,11142,412966,9,Business,560,0,1,1,1,Lagos,1
CUST00348,57,Female,Unemployed,19209,32031,9,Education,658,0,3,1,1,Ibadan,1
CUST00349,29,Female,Self-employed,149875,187087,12,Medical,593,1,1,0,1,Port Harcourt,0
CUST00350,30,Male,Unemployed,47291,261319,18,Education,607,1,2,1,0,Kano,1
CUST00351,45,Male,Employed,156977,250474,12,Medical,578,1,2,1,0,Ibadan,0
CUST00352,49,Male,Employed,134030,52638,6,Travel,719,1,2,1,0,Enugu,1
CUST00353,37,Female,Employed,124842,10320,6,Business,511,1,3,1,0,Abuja,1
CUST00354,25,Female,Unemployed,20634,126691,12,Travel,533,1,1,1,0,Lagos,1
CUST00355,35,Male,Student,29436,468234,9,Medical,611,1,1,0,1,Port Harcourt,1
CUST00356,34,Male,Self-employed,196401,456196,18,Medical,622,1,1,0,1,Port Harcourt,0
CUST00357,18,Female,Unemployed,36492,115595,6,Business,675,1,1,1,0,Lagos,0
CUST00358,29,Male,Student,26106,202125,18,Education,551,1,0,0,0,Ibadan,0
CUST00359,38,Male,Unemployed,15655,377218,9,Education,494,1,0,0,1,Abuja,1
CUST00360,38,Female,Student,20458,467270,6,Business,625,1,2,1,1,Abuja,0
CUST00361,21,Male,Student,23385,176487,6,Education,575,1,2,0,1,Lagos,1
CUST00362,57,Female,Unemployed,38502,53604,3,Travel,554,1,3,0,0,Ibadan,1
CUST00363,29,Female,Unemployed,21197,229901,6,Rent,473,1,0,0,0,Kano,0
CUST00364,37,Male,Employed,164000,453136,6,Rent,752,1,1,0,0,Abuja,0
CUST00365,43,Female,Employed,171812,184816,9,Travel,644,1,0,0,0,Ibadan,0
CUST00366,19,Female,Student,17355,220679,18,Rent,494,1,0,0,1,Ibadan,1
CUST00367,32,Male,Employed,173273,295966,9,Education,737,1,0,0,0,Enugu,0
CUST00368,44,Female,Student,29547,450209,12,Travel,680,1,0,0,1,Lagos,0
CUST00369,22,Male,Unemployed,22684,296688,3,Education,575,1,3,2,0,Port Harcourt,0
CUST00370,30,Female,Self-employed,30226,469774,18,Travel,658,1,1,1,1,Abuja,1
CUST00371,48,Male,Student,20647,234385,18,Business,569,1,1,0,0,Lagos,0
CUST00372,34,Male,Unemployed,25116,35375,6,Rent,642,1,0,0,0,Kano,0
CUST00373,52,Male,Unemployed,24444,406118,18,Medical,469,1,1,0,1,Lagos,1
CUST00374,39,Female,Self-employed,94319,304824,18,Medical,524,1,0,0,1,Abuja,0
CUST00375,21,Female,Employed,201703,43540,18,Rent,649,1,0,0,1,Ibadan,0
CUST00376,34,Male,Self-employed,51040,343862,18,Travel,667,1,0,0,1,Kano,0
CUST00377,18,Male,Employed,197881,270513,3,Business,564,1,0,0,0,Enugu,0
CUST00378,33,Female,Self-employed,52005,440871,18,Education,570,1,0,0,1,Ibadan,0
CUST00379,19,Male,Student,21126,318612,18,Medical,669,1,2,0,1,Enugu,0
CUST00380,40,Female,Student,20759,423886,6,Education,725,1,1,0,1,Kano,0
CUST00381,49,Female,Employed,164982,115450,3,Rent,571,1,2,1,0,Port Harcourt,1
CUST00382,36,Female,Student,26540,404660,12,Rent,482,1,1,0,1,Kano,1
CUST00383,29,Male,Unemployed,42823,68989,9,Medical,708,1,0,0,0,Port Harcourt,1
CUST00384,40,Male,Unemployed,18382,93758,18,Travel,571,1,2,0,0,Lagos,1
CUST00385,31,Female,Self-employed,81599,47635,12,Business,504,1,2,0,0,Kano,1
CUST00386,59,Female,Self-employed,93669,430397,6,Business,597,1,2,0,1,Lagos,0
CUST00387,21,Female,Student,20206,144867,18,Education,644,1,0,0,0,Abuja,0
CUST00388,57,Male,Unemployed,28163,90034,18,Medical,516,1,0,0,0,Abuja,1
CUST00389,53,Male,Student,10072,436637,18,Education,538,0,0,0,0,Port Harcourt,1
CUST00390,54,Female,Student,19393,349964,3,Business,776,1,0,0,0,Port Harcourt,0
CUST00391,46,Female,Self-employed,81636,186926,6,Travel,530,1,1,0,0,Kano,0
CUST00392,30,Male,Employed,111185,162836,9,Education,476,0,0,0,1,Ibadan,0
CUST00393,37,Female,Unemployed,39784,204526,18,Business,652,0,1,0,0,Lagos,1
CUST00394,59,Female,Self-employed,109835,67467,9,Medical,304,0,0,0,1,Port Harcourt,0
CUST00395,48,Female,Employed,218449,211483,12,Business,538,1,0,0,1,Ibadan,1
CUST00396,48,Male,Unemployed,39280,282533,18,Medical,654,1,0,0,0,Lagos,0
CUST00397,45,Female,Student,22762,392650,18,Medical,489,1,1,0,0,Ibadan,1
CUST00398,28,Male,Self-employed,81875,341477,3,Education,689,1,2,0,0,Kano,0
CUST00399,27,Female,Unemployed,19498,316411,6,Rent,675,1,0,0,0,Ibadan,0
CUST00400,37,Female,Employed,130285,498485,3,Business,634,0,1,0,0,Abuja,0
CUST00401,51,Female,Student,19689,390953,18,Education,722,1,1,0,1,Abuja,1
CUST00402,32,Male,Unemployed,31847,286320,18,Medical,693,1,0,0,1,Abuja,1
CUST00403,29,Female,Unemployed,31331,495812,18,Medical,586,1,3,2,1,Ibadan,1
CUST00404,40,Female,Unemployed,36526,320518,12,Business,486,1,0,0,0,Kano,1
CUST00405,31,Female,Employed,147498,165948,12,Travel,300,1,1,0,1,Kano,1
CUST00406,52,Male,Student,13512,16319,9,Travel,524,1,3,0,1,Ibadan,1
CUST00407,22,Male,Employed,108332,56532,18,Education,540,1,0,0,1,Abuja,0
CUST00408,46,Female,Self-employed,96385,166813,6,Business,697,1,0,0,1,Ibadan,0
CUST00409,50,Male,Self-employed,63322,293461,3,Education,632,1,3,1,1,Kano,1
CUST00410,39,Female,Self-employed,96777,400289,12,Rent,404,1,0,0,1,Port Harcourt,1
CUST00411,40,Female,Employed,183655,52155,6,Travel,832,0,0,0,1,Abuja,0
CUST00412,43,Female,Student,21900,266374,18,Education,582,1,1,0,0,Kano,0
CUST00413,25,Male,Student,27949,188763,18,Medical,657,1,1,1,1,Ibadan,1
CUST00414,54,Female,Unemployed,19736,341074,18,Education,723,1,1,0,1,Abuja,1
CUST00415,40,Male,Unemployed,37708,179356,18,Medical,424,1,1,0,0,Abuja,1
CUST00416,20,Female,Unemployed,10000,206345,6,Education,531,0,1,0,1,Kano,1
CUST00417,55,Female,Unemployed,10000,367941,18,Medical,480,0,0,0,0,Kano,1
CUST00418,55,Male,Student,17990,89643,12,Medical,673,1,0,0,1,Abuja,1
CUST00419,24,Female,Employed,179876,292720,9,Business,625,1,2,1,1,Kano,0
CUST00420,46,Female,Unemployed,29260,222058,12,Rent,592,1,0,0,1,Abuja,0
CUST00421,21,Female,Unemployed,23764,397790,6,Business,499,1,0,0,0,Ibadan,1
CUST00422,43,Male,Self-employed,117439,294516,3,Travel,346,1,1,1,1,Abuja,1
CUST00423,26,Male,Employed,160815,182255,3,Education,452,1,0,0,0,Kano,1
CUST00424,35,Female,Employed,111221,226862,6,Business,546,0,3,2,1,Ibadan,0
CUST00425,23,Male,Student,10000,17137,12,Education,448,1,1,0,0,Enugu,1
CUST00426,39,Male,Unemployed,31455,384209,9,Medical,538,1,0,0,0,Enugu,1
CUST00427,20,Male,Employed,134484,199486,18,Rent,545,0,1,0,0,Ibadan,0
CUST00428,37,Male,Self-employed,90740,22646,12,Rent,598,1,2,0,0,Lagos,0
CUST00429,24,Female,Student,30518,32336,6,Medical,659,1,1,0,0,Lagos,1
CUST00430,43,Male,Unemployed,37849,91376,18,Travel,711,0,2,2,0,Lagos,1
CUST00431,45,Female,Unemployed,18864,249925,12,Travel,777,1,0,0,0,Ibadan,1
CUST00432,20,Female,Self-employed,102092,481947,18,Education,649,0,1,0,1,Kano,0
CUST00433,27,Male,Employed,107879,461992,9,Rent,850,0,0,0,1,Enugu,0
CUST00434,43,Female,Unemployed,30452,120082,6,Business,605,1,2,1,0,Enugu,1
CUST00435,45,Female,Unemployed,22285,265723,18,Rent,739,0,0,0,1,Abuja,0
CUST00436,57,Female,Student,10000,264609,18,Medical,710,1,0,0,0,Lagos,1
CUST00437,39,Female,Employed,191042,247063,6,Rent,483,1,0,0,1,Port Harcourt,1
CUST00438,56,Female,Self-employed,183833,112952,3,Medical,759,1,0,0,1,Port Harcourt,0
CUST00439,23,Male,Student,25921,212077,9,Medical,518,0,1,0,0,Kano,1
CUST00440,45,Male,Unemployed,33467,151210,9,Rent,850,0,1,1,0,Lagos,1
CUST00441,57,Male,Student,21028,39841,9,Rent,496,0,1,0,0,Port Harcourt,1
CUST00442,42,Female,Employed,178086,302503,9,Medical,618,1,1,1,1,Ibadan,1
CUST00443,51,Male,Self-employed,120696,198518,6,Education,543,1,1,0,1,Abuja,1
CUST00444,48,Female,Unemployed,30712,114857,12,Travel,470,1,1,0,1,Port Harcourt,1
CUST00445,26,Male,Self-employed,58813,173062,18,Business,509,1,3,2,0,Ibadan,0
CUST00446,48,Female,Unemployed,33476,166674,3,Travel,507,0,0,0,1,Lagos,1
CUST00447,53,Male,Self-employed,181992,127142,18,Travel,600,1,1,0,0,Abuja,0
CUST00448,56,Male,Unemployed,27973,193234,18,Education,526,1,0,0,0,Lagos,1
CUST00449,19,Male,Student,19625,319689,3,Travel,648,1,0,0,0,Port Harcourt,1
CUST00450,22,Male,Student,17493,141889,6,Travel,458,0,2,1,1,Port Harcourt,1
CUST00451,36,Female,Employed,146288,176227,18,Education,645,0,1,0,0,Enugu,0
CUST00452,59,Female,Employed,173403,436944,12,Medical,608,1,0,0,0,Lagos,0
CUST00453,42,Male,Employed,154590,123327,3,Education,559,1,0,0,0,Kano,0
CUST00454,43,Male,Employed,157489,125455,3,Education,543,1,1,1,1,Lagos,0
CUST00455,46,Female,Student,24227,133634,6,Rent,715,1,0,0,1,Enugu,0
CUST00456,55,Female,Unemployed,35391,321663,12,Education,697,1,1,0,1,Port Harcourt,0
CUST00457,20,Female,Employed,132207,421038,18,Rent,631,1,1,1,1,Enugu,1
CUST00458,31,Female,Employed,134577,181400,6,Travel,579,1,0,0,1,Port Harcourt,0
CUST00459,51,Male,Self-employed,79017,78234,3,Business,735,0,2,0,0,Kano,0
CUST00460,24,Female,Student,20076,258801,18,Education,704,0,1,0,1,Abuja,1
CUST00461,46,Male,Student,10000,410635,9,Rent,512,1,2,0,0,Kano,0
CUST00462,56,Male,Employed,176897,497909,3,Education,432,1,1,0,0,Ibadan,0
CUST00463,19,Male,Self-employed,119152,92229,6,Business,667,0,0,0,1,Lagos,0
CUST00464,41,Male,Student,14675,45771,18,Business,520,1,1,1,1,Abuja,1
CUST00465,51,Male,Student,19467,403176,12,Rent,554,1,1,0,1,Ibadan,0
CUST00466,47,Male,Employed,143627,494531,6,Travel,750,1,2,1,1,Kano,0
CUST00467,46,Male,Unemployed,20246,13421,18,Travel,730,1,0,0,0,Enugu,0
CUST00468,55,Female,Self-employed,104623,100610,9,Rent,488,1,0,0,0,Enugu,0
CUST00469,28,Male,Student,19920,171776,9,Medical,691,0,1,0,0,Lagos,1
CUST00470,42,Male,Student,15081,169878,18,Education,699,0,1,1,0,Lagos,1
CUST00471,18,Female,Student,22930,92716,18,Medical,558,1,0,0,1,Enugu,0
CUST00472,34,Female,Student,16803,151594,6,Medical,510,1,1,0,1,Port Harcourt,1
CUST00473,34,Male,Student,27229,372339,6,Rent,601,1,0,0,0,Kano,1
CUST00474,50,Male,Student,18085,97756,3,Travel,587,1,1,1,0,Port Harcourt,0
CUST00475,33,Female,Self-employed,73195,317557,12,Rent,717,0,0,0,1,Kano,0
CUST00476,49,Male,Unemployed,34710,411958,3,Education,621,1,3,1,1,Kano,1
CUST00477,50,Male,Self-employed,75427,156949,3,Medical,529,1,2,1,0,Port Harcourt,1
CUST00478,19,Male,Employed,159990,212422,6,Travel,365,0,1,0,1,Enugu,0
CUST00479,55,Male,Student,21074,111457,6,Medical,459,1,0,0,0,Kano,1
CUST00480,41,Male,Self-employed,118916,89230,6,Business,578,1,0,0,1,Enugu,0
CUST00481,41,Female,Self-employed,62897,303692,18,Rent,706,1,1,0,1,Port Harcourt,0
CUST00482,26,Male,Unemployed,29914,116123,9,Education,401,1,0,0,1,Port Harcourt,1
CUST00483,35,Female,Unemployed,25652,459438,9,Medical,646,1,0,0,0,Ibadan,0
CUST00484,43,Female,Student,25968,471086,3,Education,544,1,3,0,1,Kano,1
CUST00485,25,Male,Unemployed,22580,321024,9,Education,729,0,2,0,1,Lagos,1
CUST00486,20,Male,Self-employed,96502,242799,3,Medical,654,1,2,0,0,Ibadan,0
CUST00487,53,Female,Unemployed,16170,199970,6,Rent,481,0,3,1,1,Kano,1
CUST00488,36,Male,Student,26247,43535,18,Rent,466,1,0,0,1,Port Harcourt,1
CUST00489,57,Female,Unemployed,41645,176602,12,Education,591,1,0,0,1,Port Harcourt,1
CUST00490,20,Male,Unemployed,35152,272320,6,Rent,516,1,0,0,0,Enugu,1
CUST00491,28,Female,Self-employed,116417,371984,18,Business,619,1,0,0,0,Ibadan,0
CUST00492,51,Male,Employed,138987,270910,3,Business,529,1,1,0,1,Port Harcourt,0
CUST00493,22,Male,Self-employed,66627,170908,3,Rent,658,1,0,0,1,Lagos,0
CUST00494,53,Male,Student,22765,101030,9,Business,545,0,1,0,0,Ibadan,1
CUST00495,47,Female,Student,10000,371194,3,Business,602,0,1,1,0,Ibadan,1
CUST00496,55,Female,Employed,124095,486506,3,Travel,596,1,1,0,1,Enugu,0
CUST00497,49,Female,Unemployed,37177,195217,3,Travel,546,1,2,0,0,Enugu,1
CUST00498,24,Female,Self-employed,147101,138580,3,Business,578,1,0,0,1,Ibadan,0
CUST00499,41,Male,Self-employed,135689,123365,6,Travel,627,1,3,0,1,Ibadan,0
CUST00500,35,Female,Unemployed,18488,381310,9,Education,316,1,0,0,0,Lagos,1
CUST00501,22,Female,Student,14681,262499,12,Travel,530,0,3,2,1,Abuja,1
CUST00502,24,Male,Unemployed,31241,71796,3,Business,670,1,1,1,1,Lagos,0
CUST00503,30,Female,Student,15420,424035,12,Travel,486,1,1,0,1,Port Harcourt,1
CUST00504,23,Male,Employed,103872,312144,6,Business,585,0,0,0,0,Port Harcourt,0
CUST00505,57,Female,Unemployed,33984,165773,18,Business,643,0,1,0,1,Ibadan,1
CUST00506,45,Male,Self-employed,92807,468343,6,Travel,616,1,2,2,0,Port Harcourt,0
CUST00507,58,Female,Employed,167864,371887,3,Medical,541,0,1,0,1,Ibadan,0
CUST00508,57,Male,Self-employed,59765,127117,9,Business,429,1,3,1,0,Abuja,1
CUST00509,46,Male,Student,14578,373761,3,Medical,811,1,0,0,1,Abuja,1
CUST00510,43,Male,Student,21115,340278,18,Medical,705,0,0,0,0,Port Harcourt,1
CUST00511,21,Male,Employed,142708,348942,18,Medical,600,1,0,0,1,Lagos,0
CUST00512,51,Male,Student,19466,186262,6,Business,714,1,1,1,0,Kano,1
CUST00513,20,Female,Unemployed,24852,432850,3,Medical,624,1,0,0,1,Port Harcourt,0
CUST00514,48,Female,Self-employed,78094,40480,9,Travel,555,1,0,0,1,Port Harcourt,0
CUST00515,36,Female,Self-employed,61949,73244,18,Education,539,1,2,0,0,Lagos,0
CUST00516,22,Female,Self-employed,99281,171323,3,Business,579,0,1,0,1,Kano,0
CUST00517,18,Male,Student,15139,100307,6,Education,698,0,0,0,0,Kano,1
CUST00518,57,Female,Employed,137501,393915,3,Business,593,0,2,1,1,Kano,1
CUST00519,23,Female,Unemployed,30626,248829,9,Business,608,1,0,0,0,Abuja,0
CUST00520,42,Male,Self-employed,34125,146714,12,Education,660,1,1,0,0,Ibadan,1
CUST00521,55,Female,Employed,204704,202525,3,Business,576,1,0,0,1,Kano,0
CUST00522,24,Male,Unemployed,49542,471762,12,Business,724,1,0,0,1,Kano,0
CUST00523,22,Female,Student,29941,208766,3,Travel,828,0,3,0,1,Abuja,0
CUST00524,35,Male,Student,21325,75330,6,Rent,535,1,1,1,0,Kano,1
CUST00525,45,Female,Unemployed,44532,292479,12,Rent,592,1,1,0,1,Lagos,1
CUST00526,49,Male,Student,20821,228303,9,Education,819,1,2,1,1,Kano,1
CUST00527,51,Female,Employed,127286,234371,9,Medical,576,1,1,1,1,Abuja,1
CUST00528,45,Female,Self-employed,135220,168264,12,Business,649,1,0,0,0,Abuja,0
CUST00529,55,Female,Employed,162378,33477,12,Medical,539,1,1,1,1,Ibadan,0
CUST00530,32,Female,Unemployed,32896,128384,12,Medical,604,1,2,1,0,Port Harcourt,1
CUST00531,51,Male,Unemployed,28609,116618,9,Travel,720,0,1,0,0,Enugu,1
CUST00532,19,Male,Student,18088,126988,9,Rent,531,1,1,0,0,Port Harcourt,1
CUST00533,21,Female,Unemployed,27756,227753,12,Travel,702,1,1,0,1,Abuja,1
CUST00534,31,Female,Student,17215,321459,9,Education,533,1,1,0,1,Kano,1
CUST00535,20,Male,Self-employed,81372,366239,18,Travel,421,1,1,0,1,Abuja,0
CUST00536,50,Male,Student,13451,288955,6,Education,403,0,0,0,1,Kano,1
CUST00537,27,Male,Student,21621,35071,12,Rent,827,1,1,0,1,Enugu,1
CUST00538,33,Female,Self-employed,56014,464595,9,Rent,589,1,1,1,1,Enugu,0
CUST00539,42,Female,Student,17341,254778,3,Education,592,1,0,0,0,Ibadan,0
CUST00540,54,Female,Student,11288,277259,18,Travel,545,0,2,0,0,Enugu,1
CUST00541,47,Female,Employed,113612,456225,9,Travel,686,1,0,0,1,Ibadan,0
CUST00542,44,Male,Employed,141323,450712,6,Medical,453,0,1,1,1,Abuja,1
CUST00543,36,Male,Student,15486,323162,9,Education,694,1,1,0,1,Lagos,1
CUST00544,28,Male,Employed,172900,487475,9,Rent,651,1,0,0,1,Ibadan,0
CUST00545,52,Male,Student,11732,386259,9,Education,626,1,1,0,0,Port Harcourt,0
CUST00546,27,Male,Unemployed,28957,239822,3,Education,536,1,1,0,0,Lagos,0
CUST00547,20,Female,Student,10000,344430,3,Business,566,1,1,0,0,Enugu,0
CUST00548,18,Male,Unemployed,29953,435982,9,Medical,637,1,1,0,1,Port Harcourt,1
CUST00549,50,Male,Student,13215,59920,9,Education,622,1,2,1,1,Lagos,1
CUST00550,26,Female,Student,21002,295393,9,Business,568,0,0,0,0,Kano,1
CUST00551,57,Male,Employed,152167,63650,3,Medical,493,1,2,2,1,Enugu,1
CUST00552,45,Male,Self-employed,162295,340863,6,Travel,652,1,0,0,0,Abuja,0
CUST00553,44,Male,Unemployed,31074,100209,18,Education,638,0,2,1,1,Port Harcourt,1
CUST00554,29,Male,Student,19834,475650,6,Rent,806,1,0,0,0,Enugu,0
CUST00555,58,Female,Student,22602,96186,3,Travel,518,1,2,0,1,Abuja,1
CUST00556,33,Female,Student,23324,134155,12,Business,523,1,1,1,1,Enugu,1
CUST00557,22,Male,Self-employed,109165,153201,9,Business,595,1,0,0,0,Ibadan,0
CUST00558,24,Male,Self-employed,91343,474176,9,Medical,627,1,1,0,1,Abuja,0
CUST00559,30,Female,Employed,122162,158830,9,Education,540,0,0,0,1,Ibadan,0
CUST00560,39,Female,Student,28431,421609,18,Education,565,1,0,0,0,Ibadan,1
CUST00561,35,Male,Unemployed,49728,344508,9,Education,641,1,0,0,1,Ibadan,0
CUST00562,48,Male,Unemployed,27723,177456,18,Travel,491,0,0,0,1,Lagos,1
CUST00563,37,Male,Unemployed,20973,429977,3,Rent,526,1,1,0,0,Kano,1
CUST00564,59,Male,Self-employed,127544,476888,9,Rent,592,1,1,1,0,Ibadan,1
CUST00565,31,Female,Student,13324,397767,18,Rent,490,1,0,0,0,Ibadan,0
CUST00566,28,Female,Student,14649,302061,6,Education,771,0,0,0,0,Enugu,0
CUST00567,42,Male,Self-employed,169234,126030,12,Medical,516,0,3,0,1,Abuja,0
CUST00568,29,Male,Unemployed,23496,137724,12,Travel,661,0,1,0,1,Lagos,0
CUST00569,52,Female,Employed,133008,44333,12,Rent,683,0,0,0,1,Abuja,0
CUST00570,22,Female,Student,28880,368617,12,Education,553,0,0,0,0,Port Harcourt,1
CUST00571,20,Female,Student,19959,409867,6,Business,615,1,3,1,1,Ibadan,1
CUST00572,38,Male,Self-employed,87935,325422,9,Business,608,1,1,0,1,Kano,0
CUST00573,26,Male,Unemployed,36141,335526,6,Education,513,1,0,0,1,Ibadan,1
CUST00574,44,Female,Employed,184380,13656,18,Business,316,1,1,1,0,Kano,0
CUST00575,43,Female,Employed,135293,225688,12,Travel,493,0,1,1,0,Abuja,1
CUST00576,50,Female,Employed,106592,317133,6,Medical,594,1,2,1,1,Lagos,0
CUST00577,55,Female,Unemployed,37942,50023,9,Business,746,1,0,0,1,Port Harcourt,0
CUST00578,29,Male,Self-employed,128137,73396,6,Travel,815,1,0,0,1,Enugu,0
CUST00579,26,Female,Student,18382,464026,6,Travel,484,1,1,0,1,Abuja,1
CUST00580,36,Male,Self-employed,119210,130272,3,Travel,494,1,2,1,0,Kano,1
CUST00581,33,Female,Self-employed,135901,113919,9,Medical,713,1,0,0,0,Kano,0
CUST00582,27,Female,Employed,159310,156734,6,Education,539,1,2,2,1,Lagos,0
CUST00583,18,Female,Self-employed,112459,450521,6,Rent,511,1,0,0,1,Abuja,1
CUST00584,53,Female,Self-employed,109515,347698,12,Education,542,1,0,0,0,Abuja,0
CUST00585,40,Female,Student,17683,476607,12,Education,676,0,0,0,1,Lagos,1
CUST00586,54,Male,Student,20134,256288,18,Medical,635,1,1,0,1,Enugu,1
CUST00587,38,Female,Student,19595,45384,12,Medical,300,1,2,0,1,Ibadan,1
CUST00588,30,Male,Employed,164756,51057,12,Medical,469,1,2,0,0,Lagos,0
CUST00589,37,Female,Self-employed,10000,379203,12,Rent,612,0,1,0,1,Port Harcourt,0
CUST00590,56,Female,Unemployed,28723,229276,9,Medical,608,0,0,0,1,Ibadan,0
CUST00591,32,Male,Student,23305,125484,9,Business,473,1,1,1,1,Lagos,1
CUST00592,33,Male,Student,14956,232101,3,Business,587,1,1,0,1,Abuja,1
CUST00593,31,Female,Student,32399,400462,3,Education,685,1,1,0,1,Abuja,0
CUST00594,49,Male,Unemployed,57552,126785,6,Medical,569,1,1,0,0,Lagos,0
CUST00595,44,Female,Unemployed,24129,229201,3,Medical,649,1,2,0,0,Enugu,0
CUST00596,53,Male,Employed,125003,253783,12,Medical,541,1,1,0,0,Enugu,0
CUST00597,56,Male,Student,23782,110439,3,Business,408,1,0,0,0,Lagos,0
CUST00598,48,Male,Student,23138,72052,3,Rent,572,0,1,0,1,Ibadan,0
CUST00599,42,Male,Student,19471,72340,3,Business,595,1,1,0,1,Enugu,0
CUST00600,47,Female,Employed,151516,157032,12,Rent,748,0,0,0,1,Port Harcourt,0
CUST00601,43,Male,Self-employed,139120,322791,12,Business,448,1,0,0,1,Enugu,0
CUST00602,19,Male,Employed,133144,261007,9,Medical,647,1,2,1,0,Kano,1
CUST00603,45,Male,Student,14838,375357,6,Rent,662,1,1,1,0,Lagos,1
CUST00604,22,Male,Self-employed,96965,209629,12,Medical,431,1,0,0,0,Enugu,0
CUST00605,34,Male,Self-employed,101784,268233,12,Travel,725,1,0,0,0,Enugu,0
CUST00606,34,Female,Self-employed,60094,200862,3,Business,599,1,0,0,0,Abuja,0
CUST00607,41,Male,Student,24968,393545,9,Education,737,1,1,0,1,Kano,1
CUST00608,45,Male,Self-employed,102141,138708,9,Business,697,1,2,1,1,Abuja,0
CUST00609,25,Female,Employed,141029,264895,9,Rent,549,1,0,0,0,Ibadan,0
CUST00610,56,Male,Student,15940,317821,9,Business,572,0,2,1,1,Abuja,1
CUST00611,48,Female,Student,21625,87987,3,Rent,591,1,1,0,0,Port Harcourt,1
CUST00612,36,Male,Employed,175957,307290,9,Medical,680,0,2,0,0,Abuja,0
CUST00613,57,Female,Student,18686,28238,9,Travel,509,1,3,1,0,Enugu,1
CUST00614,19,Male,Student,23607,471031,3,Business,571,1,1,1,1,Ibadan,0
CUST00615,50,Male,Employed,138429,415165,9,Rent,643,1,2,1,1,Lagos,0
CUST00616,59,Male,Student,14328,200822,18,Medical,584,1,0,0,1,Enugu,1
CUST00617,41,Female,Student,19579,354567,12,Business,597,0,1,0,1,Enugu,1
CUST00618,51,Male,Unemployed,43784,187266,3,Medical,611,1,1,0,1,Lagos,0
CUST00619,38,Male,Self-employed,77595,345652,18,Medical,575,1,0,0,1,Port Harcourt,0
CUST00620,26,Male,Unemployed,28851,238674,12,Rent,656,0,0,0,1,Lagos,1
